"ƒ´∏ﬁ∂Û π¯»£","¡÷º“","ªÛºº º≥∏Ì","√¯¡§ Ω√¿€ Ω√∞£","√¯¡§ ¡æ∑· Ω√∞£","ƒ´∏ﬁ∂Û ≈Î∞˙ ¿Œø¯ (IN)","ƒ´∏ﬁ∂Û ≈Î∞˙ ¿Œø¯ (OUT)","µ•¿Ã≈Õ¿‘∑¬Ω√∞£"
"3","∫œ√Ã∑Œ11±Ê 1","µ∑πÃæ‡±π æ’","2015-12-10 12:40:08","2015-12-10 12:50:08","71","89","2015-12-10 12:50:08"
"4","∫œ√Ã∑Œ5∞°±Ê 38","ªÔ√ª∆ƒ√‚º“ ªÁ¿’±Ê","2015-12-10 12:40:08","2015-12-10 12:50:08","89","76","2015-12-10 12:50:08"
"2","∞Ëµø±Ê 69","∞Ëµø±≥»∏ æ’","2015-12-10 12:40:08","2015-12-10 12:50:08","36","116","2015-12-10 12:50:08"
"1","¿≤∞Ó∑Œ3±Ê 50","¥ˆº∫ø©∞Ì æ’","2015-12-10 12:40:08","2015-12-10 12:50:08","99","100","2015-12-10 12:50:08"
"2","∞Ëµø±Ê 69","∞Ëµø±≥»∏ æ’","2015-12-10 12:50:08","2015-12-10 13:00:08","59","87","2015-12-10 13:00:08"
"1","¿≤∞Ó∑Œ3±Ê 50","¥ˆº∫ø©∞Ì æ’","2015-12-10 12:50:08","2015-12-10 13:00:08","100","105","2015-12-10 13:00:08"
"3","∫œ√Ã∑Œ11±Ê 1","µ∑πÃæ‡±π æ’","2015-12-10 12:50:08","2015-12-10 13:00:08","72","71","2015-12-10 13:00:08"
"4","∫œ√Ã∑Œ5∞°±Ê 38","ªÔ√ª∆ƒ√‚º“ ªÁ¿’±Ê","2015-12-10 12:50:08","2015-12-10 13:00:08","64","50","2015-12-10 13:00:08"
"4","∫œ√Ã∑Œ5∞°±Ê 38","ªÔ√ª∆ƒ√‚º“ ªÁ¿’±Ê","2015-12-10 13:00:08","2015-12-10 13:10:08","62","65","2015-12-10 13:10:08"
"1","¿≤∞Ó∑Œ3±Ê 50","¥ˆº∫ø©∞Ì æ’","2015-12-10 13:00:08","2015-12-10 13:10:08","92","59","2015-12-10 13:10:08"
"3","∫œ√Ã∑Œ11±Ê 1","µ∑πÃæ‡±π æ’","2015-12-10 13:00:08","2015-12-10 13:10:08","86","89","2015-12-10 13:10:08"
"2","∞Ëµø±Ê 69","∞Ëµø±≥»∏ æ’","2015-12-10 13:00:08","2015-12-10 13:10:08","60","40","2015-12-10 13:10:08"
"2","∞Ëµø±Ê 69","∞Ëµø±≥»∏ æ’","2015-12-10 13:10:08","2015-12-10 13:20:08","26","73","2015-12-10 13:20:08"
"1","¿≤∞Ó∑Œ3±Ê 50","¥ˆº∫ø©∞Ì æ’","2015-12-10 13:10:08","2015-12-10 13:20:08","87","94","2015-12-10 13:20:08"
"4","∫œ√Ã∑Œ5∞°±Ê 38","ªÔ√ª∆ƒ√‚º“ ªÁ¿’±Ê","2015-12-10 13:10:08","2015-12-10 13:20:08","46","108","2015-12-10 13:20:08"
"3","∫œ√Ã∑Œ11±Ê 1","µ∑πÃæ‡±π æ’","2015-12-10 13:10:08","2015-12-10 13:20:08","55","26","2015-12-10 13:20:08"
"3","∫œ√Ã∑Œ11±Ê 1","µ∑πÃæ‡±π æ’","2015-12-10 13:20:08","2015-12-10 13:30:08","48","58","2015-12-10 13:30:08"
"1","¿≤∞Ó∑Œ3±Ê 50","¥ˆº∫ø©∞Ì æ’","2015-12-10 13:20:08","2015-12-10 13:30:08","72","81","2015-12-10 13:30:08"
"2","∞Ëµø±Ê 69","∞Ëµø±≥»∏ æ’","2015-12-10 13:20:08","2015-12-10 13:30:08","31","48","2015-12-10 13:30:08"
"4","∫œ√Ã∑Œ5∞°±Ê 38","ªÔ√ª∆ƒ√‚º“ ªÁ¿’±Ê","2015-12-10 13:20:08","2015-12-10 13:30:08","41","71","2015-12-10 13:30:08"
"1","¿≤∞Ó∑Œ3±Ê 50","¥ˆº∫ø©∞Ì æ’","2015-12-10 13:30:08","2015-12-10 13:40:08","97","53","2015-12-10 13:40:08"
"2","∞Ëµø±Ê 69","∞Ëµø±≥»∏ æ’","2015-12-10 13:30:08","2015-12-10 13:40:08","49","68","2015-12-10 13:40:08"
"3","∫œ√Ã∑Œ11±Ê 1","µ∑πÃæ‡±π æ’","2015-12-10 13:30:08","2015-12-10 13:40:08","57","67","2015-12-10 13:40:08"
"4","∫œ√Ã∑Œ5∞°±Ê 38","ªÔ√ª∆ƒ√‚º“ ªÁ¿’±Ê","2015-12-10 13:30:08","2015-12-10 13:40:08","70","72","2015-12-10 13:40:08"
"2","∞Ëµø±Ê 69","∞Ëµø±≥»∏ æ’","2015-12-10 13:40:08","2015-12-10 13:50:08","32","62","2015-12-10 13:50:08"
"3","∫œ√Ã∑Œ11±Ê 1","µ∑πÃæ‡±π æ’","2015-12-10 13:40:08","2015-12-10 13:50:08","71","23","2015-12-10 13:50:08"
"1","¿≤∞Ó∑Œ3±Ê 50","¥ˆº∫ø©∞Ì æ’","2015-12-10 13:40:08","2015-12-10 13:50:08","85","68","2015-12-10 13:50:08"
"4","∫œ√Ã∑Œ5∞°±Ê 38","ªÔ√ª∆ƒ√‚º“ ªÁ¿’±Ê","2015-12-10 13:40:08","2015-12-10 13:50:08","58","63","2015-12-10 13:50:08"
"1","¿≤∞Ó∑Œ3±Ê 50","¥ˆº∫ø©∞Ì æ’","2015-12-10 13:50:08","2015-12-10 14:00:08","120","61","2015-12-10 14:00:08"
"2","∞Ëµø±Ê 69","∞Ëµø±≥»∏ æ’","2015-12-10 13:50:08","2015-12-10 14:00:08","44","48","2015-12-10 14:00:08"
"4","∫œ√Ã∑Œ5∞°±Ê 38","ªÔ√ª∆ƒ√‚º“ ªÁ¿’±Ê","2015-12-10 13:50:08","2015-12-10 14:00:08","65","54","2015-12-10 14:00:08"
"3","∫œ√Ã∑Œ11±Ê 1","µ∑πÃæ‡±π æ’","2015-12-10 13:50:08","2015-12-10 14:00:08","136","45","2015-12-10 14:00:08"
"2","∞Ëµø±Ê 69","∞Ëµø±≥»∏ æ’","2015-12-10 14:00:08","2015-12-10 14:10:08","45","45","2015-12-10 14:10:08"
"1","¿≤∞Ó∑Œ3±Ê 50","¥ˆº∫ø©∞Ì æ’","2015-12-10 14:00:08","2015-12-10 14:10:08","75","68","2015-12-10 14:10:08"
"4","∫œ√Ã∑Œ5∞°±Ê 38","ªÔ√ª∆ƒ√‚º“ ªÁ¿’±Ê","2015-12-10 14:00:08","2015-12-10 14:10:08","45","99","2015-12-10 14:10:08"
"3","∫œ√Ã∑Œ11±Ê 1","µ∑πÃæ‡±π æ’","2015-12-10 14:00:08","2015-12-10 14:10:08","86","76","2015-12-10 14:10:08"
"1","¿≤∞Ó∑Œ3±Ê 50","¥ˆº∫ø©∞Ì æ’","2015-12-10 14:10:08","2015-12-10 14:20:08","71","67","2015-12-10 14:20:08"
"4","∫œ√Ã∑Œ5∞°±Ê 38","ªÔ√ª∆ƒ√‚º“ ªÁ¿’±Ê","2015-12-10 14:10:08","2015-12-10 14:20:08","40","76","2015-12-10 14:20:08"
"2","∞Ëµø±Ê 69","∞Ëµø±≥»∏ æ’","2015-12-10 14:10:08","2015-12-10 14:20:08","33","45","2015-12-10 14:20:08"
"3","∫œ√Ã∑Œ11±Ê 1","µ∑πÃæ‡±π æ’","2015-12-10 14:10:08","2015-12-10 14:20:08","116","75","2015-12-10 14:20:08"
"3","∫œ√Ã∑Œ11±Ê 1","µ∑πÃæ‡±π æ’","2015-12-10 14:20:08","2015-12-10 14:30:08","167","118","2015-12-10 14:30:08"
"1","¿≤∞Ó∑Œ3±Ê 50","¥ˆº∫ø©∞Ì æ’","2015-12-10 14:20:08","2015-12-10 14:30:08","116","46","2015-12-10 14:30:08"
"2","∞Ëµø±Ê 69","∞Ëµø±≥»∏ æ’","2015-12-10 14:20:08","2015-12-10 14:30:08","41","59","2015-12-10 14:30:08"
"4","∫œ√Ã∑Œ5∞°±Ê 38","ªÔ√ª∆ƒ√‚º“ ªÁ¿’±Ê","2015-12-10 14:20:08","2015-12-10 14:30:08","56","43","2015-12-10 14:30:08"
"1","¿≤∞Ó∑Œ3±Ê 50","¥ˆº∫ø©∞Ì æ’","2015-12-10 14:30:08","2015-12-10 14:40:08","74","55","2015-12-10 14:40:08"
"3","∫œ√Ã∑Œ11±Ê 1","µ∑πÃæ‡±π æ’","2015-12-10 14:30:08","2015-12-10 14:40:08","65","109","2015-12-10 14:40:08"
"4","∫œ√Ã∑Œ5∞°±Ê 38","ªÔ√ª∆ƒ√‚º“ ªÁ¿’±Ê","2015-12-10 14:30:08","2015-12-10 14:40:08","46","54","2015-12-10 14:40:08"
"2","∞Ëµø±Ê 69","∞Ëµø±≥»∏ æ’","2015-12-10 14:30:08","2015-12-10 14:40:08","32","53","2015-12-10 14:40:08"
"2","∞Ëµø±Ê 69","∞Ëµø±≥»∏ æ’","2015-12-10 14:40:08","2015-12-10 14:50:08","28","44","2015-12-10 14:50:08"
"4","∫œ√Ã∑Œ5∞°±Ê 38","ªÔ√ª∆ƒ√‚º“ ªÁ¿’±Ê","2015-12-10 14:40:08","2015-12-10 14:50:08","45","35","2015-12-10 14:50:08"
"3","∫œ√Ã∑Œ11±Ê 1","µ∑πÃæ‡±π æ’","2015-12-10 14:40:08","2015-12-10 14:50:08","100","95","2015-12-10 14:50:08"
"1","¿≤∞Ó∑Œ3±Ê 50","¥ˆº∫ø©∞Ì æ’","2015-12-10 14:40:08","2015-12-10 14:50:08","74","71","2015-12-10 14:50:08"
"2","∞Ëµø±Ê 69","∞Ëµø±≥»∏ æ’","2015-12-10 14:50:08","2015-12-10 15:00:08","28","56","2015-12-10 15:00:08"
"4","∫œ√Ã∑Œ5∞°±Ê 38","ªÔ√ª∆ƒ√‚º“ ªÁ¿’±Ê","2015-12-10 14:50:08","2015-12-10 15:00:08","81","82","2015-12-10 15:00:08"
"1","¿≤∞Ó∑Œ3±Ê 50","¥ˆº∫ø©∞Ì æ’","2015-12-10 14:50:08","2015-12-10 15:00:08","92","82","2015-12-10 15:00:08"
"3","∫œ√Ã∑Œ11±Ê 1","µ∑πÃæ‡±π æ’","2015-12-10 14:50:08","2015-12-10 15:00:08","37","44","2015-12-10 15:00:08"
"1","¿≤∞Ó∑Œ3±Ê 50","¥ˆº∫ø©∞Ì æ’","2015-12-10 15:00:08","2015-12-10 15:10:08","60","52","2015-12-10 15:10:08"
"2","∞Ëµø±Ê 69","∞Ëµø±≥»∏ æ’","2015-12-10 15:00:08","2015-12-10 15:10:08","80","48","2015-12-10 15:10:08"
"4","∫œ√Ã∑Œ5∞°±Ê 38","ªÔ√ª∆ƒ√‚º“ ªÁ¿’±Ê","2015-12-10 15:00:08","2015-12-10 15:10:08","37","52","2015-12-10 15:10:08"
"3","∫œ√Ã∑Œ11±Ê 1","µ∑πÃæ‡±π æ’","2015-12-10 15:00:08","2015-12-10 15:10:08","82","57","2015-12-10 15:10:08"
"4","∫œ√Ã∑Œ5∞°±Ê 38","ªÔ√ª∆ƒ√‚º“ ªÁ¿’±Ê","2015-12-10 15:10:08","2015-12-10 15:20:08","61","61","2015-12-10 15:20:08"
"1","¿≤∞Ó∑Œ3±Ê 50","¥ˆº∫ø©∞Ì æ’","2015-12-10 15:10:08","2015-12-10 15:20:08","67","136","2015-12-10 15:20:08"
"3","∫œ√Ã∑Œ11±Ê 1","µ∑πÃæ‡±π æ’","2015-12-10 15:10:08","2015-12-10 15:20:08","191","58","2015-12-10 15:20:08"
"2","∞Ëµø±Ê 69","∞Ëµø±≥»∏ æ’","2015-12-10 15:10:08","2015-12-10 15:20:08","25","46","2015-12-10 15:20:08"
"3","∫œ√Ã∑Œ11±Ê 1","µ∑πÃæ‡±π æ’","2015-12-10 15:20:08","2015-12-10 15:30:08","100","82","2015-12-10 15:30:08"
"2","∞Ëµø±Ê 69","∞Ëµø±≥»∏ æ’","2015-12-10 15:20:08","2015-12-10 15:30:08","42","72","2015-12-10 15:30:08"
"1","¿≤∞Ó∑Œ3±Ê 50","¥ˆº∫ø©∞Ì æ’","2015-12-10 15:20:08","2015-12-10 15:30:08","80","94","2015-12-10 15:30:08"
"4","∫œ√Ã∑Œ5∞°±Ê 38","ªÔ√ª∆ƒ√‚º“ ªÁ¿’±Ê","2015-12-10 15:20:08","2015-12-10 15:30:08","57","66","2015-12-10 15:30:08"
"1","¿≤∞Ó∑Œ3±Ê 50","¥ˆº∫ø©∞Ì æ’","2015-12-10 15:30:08","2015-12-10 15:40:08","83","107","2015-12-10 15:40:08"
"3","∫œ√Ã∑Œ11±Ê 1","µ∑πÃæ‡±π æ’","2015-12-10 15:30:08","2015-12-10 15:40:08","134","135","2015-12-10 15:40:08"
"2","∞Ëµø±Ê 69","∞Ëµø±≥»∏ æ’","2015-12-10 15:30:08","2015-12-10 15:40:08","73","122","2015-12-10 15:40:08"
"4","∫œ√Ã∑Œ5∞°±Ê 38","ªÔ√ª∆ƒ√‚º“ ªÁ¿’±Ê","2015-12-10 15:30:08","2015-12-10 15:40:08","49","43","2015-12-10 15:40:08"
"2","∞Ëµø±Ê 69","∞Ëµø±≥»∏ æ’","2015-12-10 15:40:08","2015-12-10 15:50:08","38","69","2015-12-10 15:50:08"
"4","∫œ√Ã∑Œ5∞°±Ê 38","ªÔ√ª∆ƒ√‚º“ ªÁ¿’±Ê","2015-12-10 15:40:08","2015-12-10 15:50:08","63","68","2015-12-10 15:50:08"
"1","¿≤∞Ó∑Œ3±Ê 50","¥ˆº∫ø©∞Ì æ’","2015-12-10 15:40:08","2015-12-10 15:50:08","66","65","2015-12-10 15:50:08"
"3","∫œ√Ã∑Œ11±Ê 1","µ∑πÃæ‡±π æ’","2015-12-10 15:40:08","2015-12-10 15:50:08","82","99","2015-12-10 15:50:08"
"4","∫œ√Ã∑Œ5∞°±Ê 38","ªÔ√ª∆ƒ√‚º“ ªÁ¿’±Ê","2015-12-10 15:50:08","2015-12-10 16:00:08","49","51","2015-12-10 16:00:08"
"1","¿≤∞Ó∑Œ3±Ê 50","¥ˆº∫ø©∞Ì æ’","2015-12-10 15:50:08","2015-12-10 16:00:08","69","82","2015-12-10 16:00:08"
"3","∫œ√Ã∑Œ11±Ê 1","µ∑πÃæ‡±π æ’","2015-12-10 15:50:08","2015-12-10 16:00:08","122","165","2015-12-10 16:00:08"
"2","∞Ëµø±Ê 69","∞Ëµø±≥»∏ æ’","2015-12-10 15:50:08","2015-12-10 16:00:08","32","43","2015-12-10 16:00:08"
"1","¿≤∞Ó∑Œ3±Ê 50","¥ˆº∫ø©∞Ì æ’","2015-12-10 16:00:08","2015-12-10 16:10:08","84","79","2015-12-10 16:10:08"
"4","∫œ√Ã∑Œ5∞°±Ê 38","ªÔ√ª∆ƒ√‚º“ ªÁ¿’±Ê","2015-12-10 16:00:08","2015-12-10 16:10:08","55","55","2015-12-10 16:10:08"
"2","∞Ëµø±Ê 69","∞Ëµø±≥»∏ æ’","2015-12-10 16:00:08","2015-12-10 16:10:08","36","94","2015-12-10 16:10:08"
"3","∫œ√Ã∑Œ11±Ê 1","µ∑πÃæ‡±π æ’","2015-12-10 16:00:08","2015-12-10 16:10:08","122","109","2015-12-10 16:10:08"
"1","¿≤∞Ó∑Œ3±Ê 50","¥ˆº∫ø©∞Ì æ’","2015-12-10 16:10:08","2015-12-10 16:20:08","61","69","2015-12-10 16:20:08"
"3","∫œ√Ã∑Œ11±Ê 1","µ∑πÃæ‡±π æ’","2015-12-10 16:10:08","2015-12-10 16:20:08","71","42","2015-12-10 16:20:08"
"2","∞Ëµø±Ê 69","∞Ëµø±≥»∏ æ’","2015-12-10 16:10:08","2015-12-10 16:20:08","45","196","2015-12-10 16:20:08"
"4","∫œ√Ã∑Œ5∞°±Ê 38","ªÔ√ª∆ƒ√‚º“ ªÁ¿’±Ê","2015-12-10 16:10:08","2015-12-10 16:20:08","56","71","2015-12-10 16:20:08"
"3","∫œ√Ã∑Œ11±Ê 1","µ∑πÃæ‡±π æ’","2015-12-10 16:20:08","2015-12-10 16:30:08","47","60","2015-12-10 16:30:08"
"2","∞Ëµø±Ê 69","∞Ëµø±≥»∏ æ’","2015-12-10 16:20:08","2015-12-10 16:30:08","57","122","2015-12-10 16:30:08"
"1","¿≤∞Ó∑Œ3±Ê 50","¥ˆº∫ø©∞Ì æ’","2015-12-10 16:20:08","2015-12-10 16:30:08","71","55","2015-12-10 16:30:08"
"4","∫œ√Ã∑Œ5∞°±Ê 38","ªÔ√ª∆ƒ√‚º“ ªÁ¿’±Ê","2015-12-10 16:20:08","2015-12-10 16:30:08","44","67","2015-12-10 16:30:08"
"1","¿≤∞Ó∑Œ3±Ê 50","¥ˆº∫ø©∞Ì æ’","2015-12-10 16:30:08","2015-12-10 16:40:08","54","68","2015-12-10 16:40:08"
"3","∫œ√Ã∑Œ11±Ê 1","µ∑πÃæ‡±π æ’","2015-12-10 16:30:08","2015-12-10 16:40:08","61","74","2015-12-10 16:40:08"
"2","∞Ëµø±Ê 69","∞Ëµø±≥»∏ æ’","2015-12-10 16:30:08","2015-12-10 16:40:08","26","75","2015-12-10 16:40:08"
"4","∫œ√Ã∑Œ5∞°±Ê 38","ªÔ√ª∆ƒ√‚º“ ªÁ¿’±Ê","2015-12-10 16:30:08","2015-12-10 16:40:08","88","71","2015-12-10 16:40:08"
"4","∫œ√Ã∑Œ5∞°±Ê 38","ªÔ√ª∆ƒ√‚º“ ªÁ¿’±Ê","2015-12-10 16:40:08","2015-12-10 16:50:08","47","77","2015-12-10 16:50:08"
"2","∞Ëµø±Ê 69","∞Ëµø±≥»∏ æ’","2015-12-10 16:40:08","2015-12-10 16:50:08","38","63","2015-12-10 16:50:08"
"3","∫œ√Ã∑Œ11±Ê 1","µ∑πÃæ‡±π æ’","2015-12-10 16:40:08","2015-12-10 16:50:08","91","64","2015-12-10 16:50:08"
"1","¿≤∞Ó∑Œ3±Ê 50","¥ˆº∫ø©∞Ì æ’","2015-12-10 16:40:08","2015-12-10 16:50:08","74","87","2015-12-10 16:50:08"
"1","¿≤∞Ó∑Œ3±Ê 50","¥ˆº∫ø©∞Ì æ’","2015-12-10 16:50:08","2015-12-10 17:00:08","86","65","2015-12-10 17:00:08"
"3","∫œ√Ã∑Œ11±Ê 1","µ∑πÃæ‡±π æ’","2015-12-10 16:50:08","2015-12-10 17:00:08","78","56","2015-12-10 17:00:08"
"4","∫œ√Ã∑Œ5∞°±Ê 38","ªÔ√ª∆ƒ√‚º“ ªÁ¿’±Ê","2015-12-10 16:50:08","2015-12-10 17:00:08","38","43","2015-12-10 17:00:08"
"2","∞Ëµø±Ê 69","∞Ëµø±≥»∏ æ’","2015-12-10 16:50:08","2015-12-10 17:00:08","37","52","2015-12-10 17:00:08"
"4","∫œ√Ã∑Œ5∞°±Ê 38","ªÔ√ª∆ƒ√‚º“ ªÁ¿’±Ê","2015-12-10 17:00:08","2015-12-10 17:10:08","93","49","2015-12-10 17:10:08"
"1","¿≤∞Ó∑Œ3±Ê 50","¥ˆº∫ø©∞Ì æ’","2015-12-10 17:00:08","2015-12-10 17:10:08","62","62","2015-12-10 17:10:08"
"2","∞Ëµø±Ê 69","∞Ëµø±≥»∏ æ’","2015-12-10 17:00:08","2015-12-10 17:10:08","28","46","2015-12-10 17:10:08"
"3","∫œ√Ã∑Œ11±Ê 1","µ∑πÃæ‡±π æ’","2015-12-10 17:00:08","2015-12-10 17:10:08","36","43","2015-12-10 17:10:08"
"4","∫œ√Ã∑Œ5∞°±Ê 38","ªÔ√ª∆ƒ√‚º“ ªÁ¿’±Ê","2015-12-10 17:10:08","2015-12-10 17:20:08","77","75","2015-12-10 17:20:08"
"3","∫œ√Ã∑Œ11±Ê 1","µ∑πÃæ‡±π æ’","2015-12-10 17:10:08","2015-12-10 17:20:08","74","107","2015-12-10 17:20:08"
"2","∞Ëµø±Ê 69","∞Ëµø±≥»∏ æ’","2015-12-10 17:10:08","2015-12-10 17:20:08","32","52","2015-12-10 17:20:08"
"1","¿≤∞Ó∑Œ3±Ê 50","¥ˆº∫ø©∞Ì æ’","2015-12-10 17:10:08","2015-12-10 17:20:08","53","88","2015-12-10 17:20:08"
"2","∞Ëµø±Ê 69","∞Ëµø±≥»∏ æ’","2015-12-10 17:20:08","2015-12-10 17:30:08","40","71","2015-12-10 17:30:08"
"4","∫œ√Ã∑Œ5∞°±Ê 38","ªÔ√ª∆ƒ√‚º“ ªÁ¿’±Ê","2015-12-10 17:20:08","2015-12-10 17:30:08","72","72","2015-12-10 17:30:08"
"3","∫œ√Ã∑Œ11±Ê 1","µ∑πÃæ‡±π æ’","2015-12-10 17:20:08","2015-12-10 17:30:08","42","75","2015-12-10 17:30:08"
"1","¿≤∞Ó∑Œ3±Ê 50","¥ˆº∫ø©∞Ì æ’","2015-12-10 17:20:08","2015-12-10 17:30:08","63","89","2015-12-10 17:30:08"
"4","∫œ√Ã∑Œ5∞°±Ê 38","ªÔ√ª∆ƒ√‚º“ ªÁ¿’±Ê","2015-12-10 17:30:08","2015-12-10 17:40:08","51","77","2015-12-10 17:40:08"
"2","∞Ëµø±Ê 69","∞Ëµø±≥»∏ æ’","2015-12-10 17:30:08","2015-12-10 17:40:08","82","106","2015-12-10 17:40:08"
"3","∫œ√Ã∑Œ11±Ê 1","µ∑πÃæ‡±π æ’","2015-12-10 17:30:08","2015-12-10 17:40:08","60","87","2015-12-10 17:40:08"
"1","¿≤∞Ó∑Œ3±Ê 50","¥ˆº∫ø©∞Ì æ’","2015-12-10 17:30:08","2015-12-10 17:40:08","99","98","2015-12-10 17:40:08"
"4","∫œ√Ã∑Œ5∞°±Ê 38","ªÔ√ª∆ƒ√‚º“ ªÁ¿’±Ê","2015-12-10 17:40:08","2015-12-10 17:50:08","91","99","2015-12-10 17:50:08"
"1","¿≤∞Ó∑Œ3±Ê 50","¥ˆº∫ø©∞Ì æ’","2015-12-10 17:40:08","2015-12-10 17:50:08","48","85","2015-12-10 17:50:08"
"3","∫œ√Ã∑Œ11±Ê 1","µ∑πÃæ‡±π æ’","2015-12-10 17:40:08","2015-12-10 17:50:08","41","82","2015-12-10 17:50:08"
"2","∞Ëµø±Ê 69","∞Ëµø±≥»∏ æ’","2015-12-10 17:40:08","2015-12-10 17:50:08","57","156","2015-12-10 17:50:08"
"1","¿≤∞Ó∑Œ3±Ê 50","¥ˆº∫ø©∞Ì æ’","2015-12-10 17:50:08","2015-12-10 18:00:08","104","97","2015-12-10 18:00:08"
"4","∫œ√Ã∑Œ5∞°±Ê 38","ªÔ√ª∆ƒ√‚º“ ªÁ¿’±Ê","2015-12-10 17:50:08","2015-12-10 18:00:08","85","118","2015-12-10 18:00:08"
"2","∞Ëµø±Ê 69","∞Ëµø±≥»∏ æ’","2015-12-10 17:50:08","2015-12-10 18:00:08","71","135","2015-12-10 18:00:08"
"3","∫œ√Ã∑Œ11±Ê 1","µ∑πÃæ‡±π æ’","2015-12-10 17:50:08","2015-12-10 18:00:08","25","35","2015-12-10 18:00:08"
"2","∞Ëµø±Ê 69","∞Ëµø±≥»∏ æ’","2015-12-10 18:00:08","2015-12-10 18:10:08","78","112","2015-12-10 18:10:08"
"1","¿≤∞Ó∑Œ3±Ê 50","¥ˆº∫ø©∞Ì æ’","2015-12-10 18:00:08","2015-12-10 18:10:08","93","98","2015-12-10 18:10:08"
"4","∫œ√Ã∑Œ5∞°±Ê 38","ªÔ√ª∆ƒ√‚º“ ªÁ¿’±Ê","2015-12-10 18:00:08","2015-12-10 18:10:08","75","78","2015-12-10 18:10:08"
"3","∫œ√Ã∑Œ11±Ê 1","µ∑πÃæ‡±π æ’","2015-12-10 18:00:08","2015-12-10 18:10:08","52","23","2015-12-10 18:10:08"
"4","∫œ√Ã∑Œ5∞°±Ê 38","ªÔ√ª∆ƒ√‚º“ ªÁ¿’±Ê","2015-12-10 18:10:08","2015-12-10 18:20:08","71","59","2015-12-10 18:20:08"
"3","∫œ√Ã∑Œ11±Ê 1","µ∑πÃæ‡±π æ’","2015-12-10 18:10:08","2015-12-10 18:20:08","58","45","2015-12-10 18:20:08"
"1","¿≤∞Ó∑Œ3±Ê 50","¥ˆº∫ø©∞Ì æ’","2015-12-10 18:10:08","2015-12-10 18:20:08","95","140","2015-12-10 18:20:08"
"2","∞Ëµø±Ê 69","∞Ëµø±≥»∏ æ’","2015-12-10 18:10:08","2015-12-10 18:20:08","47","125","2015-12-10 18:20:08"
"1","¿≤∞Ó∑Œ3±Ê 50","¥ˆº∫ø©∞Ì æ’","2015-12-10 18:20:08","2015-12-10 18:30:08","110","129","2015-12-10 18:30:08"
"3","∫œ√Ã∑Œ11±Ê 1","µ∑πÃæ‡±π æ’","2015-12-10 18:20:08","2015-12-10 18:30:08","46","50","2015-12-10 18:30:08"
"2","∞Ëµø±Ê 69","∞Ëµø±≥»∏ æ’","2015-12-10 18:20:08","2015-12-10 18:30:08","74","47","2015-12-10 18:30:08"
"4","∫œ√Ã∑Œ5∞°±Ê 38","ªÔ√ª∆ƒ√‚º“ ªÁ¿’±Ê","2015-12-10 18:20:08","2015-12-10 18:30:08","66","96","2015-12-10 18:30:08"
"3","∫œ√Ã∑Œ11±Ê 1","µ∑πÃæ‡±π æ’","2015-12-10 18:30:08","2015-12-10 18:40:08","25","32","2015-12-10 18:40:08"
"2","∞Ëµø±Ê 69","∞Ëµø±≥»∏ æ’","2015-12-10 18:30:08","2015-12-10 18:40:08","57","64","2015-12-10 18:40:08"
"4","∫œ√Ã∑Œ5∞°±Ê 38","ªÔ√ª∆ƒ√‚º“ ªÁ¿’±Ê","2015-12-10 18:30:08","2015-12-10 18:40:08","77","55","2015-12-10 18:40:08"
"1","¿≤∞Ó∑Œ3±Ê 50","¥ˆº∫ø©∞Ì æ’","2015-12-10 18:30:08","2015-12-10 18:40:08","98","107","2015-12-10 18:40:08"
"1","¿≤∞Ó∑Œ3±Ê 50","¥ˆº∫ø©∞Ì æ’","2015-12-10 18:40:08","2015-12-10 18:50:08","101","75","2015-12-10 18:50:08"
"3","∫œ√Ã∑Œ11±Ê 1","µ∑πÃæ‡±π æ’","2015-12-10 18:40:08","2015-12-10 18:50:08","29","60","2015-12-10 18:50:08"
"2","∞Ëµø±Ê 69","∞Ëµø±≥»∏ æ’","2015-12-10 18:40:08","2015-12-10 18:50:08","88","65","2015-12-10 18:50:08"
"4","∫œ√Ã∑Œ5∞°±Ê 38","ªÔ√ª∆ƒ√‚º“ ªÁ¿’±Ê","2015-12-10 18:40:08","2015-12-10 18:50:08","88","60","2015-12-10 18:50:08"
"3","∫œ√Ã∑Œ11±Ê 1","µ∑πÃæ‡±π æ’","2015-12-10 18:50:08","2015-12-10 19:00:08","27","21","2015-12-10 19:00:08"
"4","∫œ√Ã∑Œ5∞°±Ê 38","ªÔ√ª∆ƒ√‚º“ ªÁ¿’±Ê","2015-12-10 18:50:08","2015-12-10 19:00:08","69","77","2015-12-10 19:00:08"
"1","¿≤∞Ó∑Œ3±Ê 50","¥ˆº∫ø©∞Ì æ’","2015-12-10 18:50:08","2015-12-10 19:00:08","94","91","2015-12-10 19:00:08"
"2","∞Ëµø±Ê 69","∞Ëµø±≥»∏ æ’","2015-12-10 18:50:08","2015-12-10 19:00:08","64","40","2015-12-10 19:00:08"
"1","¿≤∞Ó∑Œ3±Ê 50","¥ˆº∫ø©∞Ì æ’","2015-12-10 19:00:08","2015-12-10 19:10:08","98","87","2015-12-10 19:10:08"
"4","∫œ√Ã∑Œ5∞°±Ê 38","ªÔ√ª∆ƒ√‚º“ ªÁ¿’±Ê","2015-12-10 19:00:08","2015-12-10 19:10:08","52","87","2015-12-10 19:10:08"
